date,description,category,type
2025-01-21,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-09-24,Bayar tol JORR,Transportation,expense
2025-06-26,Biaya konsultasi dokter umum,Health & Medical,expense
2025-02-11,Beli sepatu di Tokopedia,Shopping,expense
2025-02-17,Beli vitamin di Guardian,Health & Medical,expense
2025-04-29,Tunjangan transportasi kantor,Salary,income
2025-09-29,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-04-24,Beli jajanan di Indomaret,Food & Dining,expense
2025-06-11,Langganan internet Indihome,Bills & Utilities,expense
2025-09-19,Gaji Bulanan PT Astra,Salary,income
2025-10-17,Beli sepatu di Tokopedia,Shopping,expense
2025-03-05,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-08-09,Bayar tol JORR,Transportation,expense
2025-09-21,Dinner di restoran Jepang,Food & Dining,expense
2025-08-18,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-07-13,Langganan Netflix bulanan,Entertainment,expense
2025-02-13,Pesan jam tangan Casio online,Shopping,expense
2025-04-20,Parkir di Mall Kelapa Gading,Transportation,expense
2025-06-28,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-08-27,Beli vitamin di Guardian,Health & Medical,expense
2025-01-01,Pendapatan tambahan dari klien,Salary,income
2025-02-16,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-09-16,Pendapatan tambahan dari klien,Salary,income
2025-01-06,Belanja baju di H&M,Shopping,expense
2025-04-25,Beli kopi di Starbucks,Food & Dining,expense
2025-09-25,Naik Gojek ke kantor,Transportation,expense
2025-04-09,Dinner di restoran Jepang,Food & Dining,expense
2025-06-25,Langganan Netflix bulanan,Entertainment,expense
2025-06-24,Beli game di Steam,Entertainment,expense
2025-01-12,Beli jajanan di Indomaret,Food & Dining,expense
2024-11-02,Beli game di Steam,Entertainment,expense
2024-12-26,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-01-12,Bayar tol JORR,Transportation,expense
2024-11-11,Beli jajanan di Indomaret,Food & Dining,expense
2024-11-19,Isi bensin di SPBU Pertamina,Transportation,expense
2025-01-22,Pesan makanan lewat GoFood,Food & Dining,expense
2025-08-24,Parkir di Mall Kelapa Gading,Transportation,expense
2025-09-25,Naik Gojek ke kantor,Transportation,expense
2024-12-04,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-08-28,Dinner di restoran Jepang,Food & Dining,expense
2025-01-17,Langganan internet Indihome,Bills & Utilities,expense
2025-08-25,Dinner di restoran Jepang,Food & Dining,expense
2025-01-23,Beli jajanan di Indomaret,Food & Dining,expense
2025-03-06,Bayar tol JORR,Transportation,expense
2025-06-11,Pesan makanan lewat GoFood,Food & Dining,expense
2024-11-26,Bayar tol JORR,Transportation,expense
2025-05-07,Dinner di restoran Jepang,Food & Dining,expense
2024-10-30,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-07-07,Beli jajanan di Indomaret,Food & Dining,expense
2025-01-06,Beli game di Steam,Entertainment,expense
2025-01-20,Naik Gojek ke kantor,Transportation,expense
2025-08-25,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-07-06,Pendapatan tambahan dari klien,Salary,income
2024-12-08,Beli obat di apotek Kimia Farma,Health & Medical,expense
2025-08-26,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-10-04,Naik Gojek ke kantor,Transportation,expense
2025-07-16,Beli game di Steam,Entertainment,expense
2024-11-13,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-05-29,Langganan Spotify Premium,Entertainment,expense
2025-05-05,Dinner di restoran Jepang,Food & Dining,expense
2025-10-13,Beli hadiah ulang tahun,Shopping,expense
2025-05-27,Naik Gojek ke kantor,Transportation,expense
2025-06-23,Pesan makanan lewat GoFood,Food & Dining,expense
2024-12-03,Biaya konsultasi dokter umum,Health & Medical,expense
2025-07-27,Beli hadiah ulang tahun,Shopping,expense
2025-01-26,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-08-13,Gaji Bulanan PT Astra,Salary,income
2025-07-15,Naik Gojek ke kantor,Transportation,expense
2025-09-22,Gaji proyek freelance,Salary,income
2025-05-19,Pesan makanan lewat GoFood,Food & Dining,expense
2025-01-09,Beli sepatu di Tokopedia,Shopping,expense
2025-02-28,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-05-26,Beli hadiah ulang tahun,Shopping,expense
2025-08-31,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-02-03,Pesan jam tangan Casio online,Shopping,expense
2025-08-03,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-04-29,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-06-26,Bayar tol JORR,Transportation,expense
2025-08-13,Beli gadget di Shopee,Shopping,expense
2024-12-31,Pesan jam tangan Casio online,Shopping,expense
2025-02-16,Beli obat di apotek Kimia Farma,Health & Medical,expense
2024-12-12,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-05-15,Beli jajanan di Indomaret,Food & Dining,expense
2025-07-30,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-01-12,Naik Gojek ke kantor,Transportation,expense
2024-12-07,Pembayaran tagihan PLN,Bills & Utilities,expense
2025-06-20,Biaya konsultasi dokter umum,Health & Medical,expense
2024-12-06,Parkir di Mall Kelapa Gading,Transportation,expense
2025-02-12,Tunjangan transportasi kantor,Salary,income
2025-08-29,Beli sepatu di Tokopedia,Shopping,expense
2025-05-15,Gaji proyek freelance,Salary,income
2025-03-17,Bayar tol JORR,Transportation,expense
2024-11-20,Langganan Spotify Premium,Entertainment,expense
2025-09-14,Biaya konsultasi dokter umum,Health & Medical,expense
2024-10-27,Langganan internet Indihome,Bills & Utilities,expense
2025-03-17,Beli jajanan di Indomaret,Food & Dining,expense
2025-08-24,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-10-14,Bayar tol JORR,Transportation,expense
2025-01-16,Beli jajanan di Indomaret,Food & Dining,expense
2025-04-24,Langganan Netflix bulanan,Entertainment,expense
2025-01-10,Makan siang di Warteg Bu Siti,Food & Dining,expense
2025-05-14,Tunjangan transportasi kantor,Salary,income
2025-05-17,Pesan jam tangan Casio online,Shopping,expense
2025-07-14,Isi bensin di SPBU Pertamina,Transportation,expense
2024-12-07,Gaji Bulanan PT Astra,Salary,income
2025-08-04,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-04-17,Tiket KRL Bekasi-Jakarta,Transportation,expense
2025-02-14,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-06-11,Isi bensin di SPBU Pertamina,Transportation,expense
2024-10-24,Bayar iuran kebersihan bulanan,Bills & Utilities,expense
2025-05-18,Belanja baju di H&M,Shopping,expense
2025-08-04,Naik Gojek ke kantor,Transportation,expense
2025-03-21,Pendapatan tambahan dari klien,Salary,income
2025-07-11,Beli sepatu di Tokopedia,Shopping,expense
2025-08-12,Beli hadiah ulang tahun,Shopping,expense
2025-05-03,Pesan jam tangan Casio online,Shopping,expense
2025-02-23,Parkir di Mall Kelapa Gading,Transportation,expense
2025-06-13,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-08-18,Beli game di Steam,Entertainment,expense
2025-06-25,Beli obat di apotek Kimia Farma,Health & Medical,expense
2024-11-25,Tunjangan transportasi kantor,Salary,income
2025-10-03,Bayar tagihan air PDAM,Bills & Utilities,expense
2025-04-01,Nonton di XXI Mall of Indonesia,Entertainment,expense
2025-07-13,Top up pulsa Telkomsel,Bills & Utilities,expense
2025-10-15,Naik Gojek ke kantor,Transportation,expense
2025-02-26,Cek kesehatan di RS Hermina,Health & Medical,expense
2025-05-14,Beli sepatu di Tokopedia,Shopping,expense
2024-11-29,Beli tiket konser musik,Entertainment,expense
2025-06-22,Isi bensin di SPBU Pertamina,Transportation,expense
2025-02-10,Beli gadget di Shopee,Shopping,expense
2025-01-23,Tiket KRL Bekasi-Jakarta,Transportation,expense
